qml_fajl	felirat	kategoria	indok	hivatalos_kulcs	hivatalos_en
PicasaPy/PrintDialog.qml	Fill the page (crop)	segedszoveg	Oldalhoz igazitas opcioja (kivagas); nincs talalhato eredeti megfelelo.		
PicasaPy/PrintDialog.qml	Fit to page:	segedszoveg	Oldalhoz igazitas mezo felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/PrintDialog.qml	Layout:	segedszoveg	Elrendezes-valaszto mezo felirata; nincs talalhato eredeti megfelelo (natív nyomtato-dialogus tartalma volt eredetileg).		
PicasaPy/PrintDialog.qml	No pictures to print.	segedszoveg	Ures kijeloles hibauzenete nyomtataskor; nincs talalhato eredeti megfelelo.		
PicasaPy/PrintDialog.qml	One picture per page	segedszoveg	Elrendezes-opcio felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/PrintDialog.qml	PDF documents (*.pdf)	segedszoveg	Fajltipus-szuro a PDF mentes dialogusban; nincs talalhato eredeti megfelelo (natív fajl-dialogus szurője lett volna eredetileg).		
PicasaPy/PrintDialog.qml	Please review before printing.	elteres	Ugyanaz a nyomtatás előtti figyelmeztetés; az angol mondat azonos, de a magyar eltér, és nálunk a darabszám megelőzi a felszólítást. Hivatalos magyar: „Nézze át nyomtatás előtt.\n%1$d kis %2$s van.” — nálunk: „Nyomtatás előtt ellenőrizze őket.”.	ThumbUIPrint::ReviewPrompt	Please review before printing.\n%1$d small %2$s found.
PicasaPy/PrintDialog.qml	Print size:	segedszoveg	Nyomtatasi meret mezo felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/PrintDialog.qml	Print to a PDF file...	segedszoveg	PDF-be nyomtatas gomb felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/PrintDialog.qml	Printing is unavailable: the Qt print support 	segedszoveg	Sajat hibauzenet: a Qt nyomtatas-tamogatas hianya; ez technikai/platform-fuggo helyzet, ami az eredetiben (natív Windows nyomtatas) nem all elo.		
PicasaPy/PrintDialog.qml	Whole picture	segedszoveg	Oldalhoz igazitas opcioja; nincs talalhato eredeti megfelelo.		
PicasaPy/PropertiesPanel.qml	Select a picture to see its properties.	segedszoveg	Üres-állapot súgószöveg, ha nincs kiválasztott kép; az eredetiben ez egy állandó fejlécű oldalpanel (rightdrawerpanel, 'Metaadatok' címmel), üres-állapot szövegre nincs bizonyíték.		
PicasaPy/PublishPanel.qml	CD Name	mero-vakfolt	Az angol és a magyar is betűre egyezik a publish/label_cdname hivatalos szövegével.	publish/label_cdname	CD Name
PicasaPy/PublishPanel.qml	Erase Media	mero-vakfolt	Az angol és a magyar is betűre egyezik a publish/label_optionbox2 hivatalos szövegével.	publish/label_optionbox2	Erase Media
PicasaPy/PublishPanel.qml	Include Picasa	mero-vakfolt	Az angol és a magyar is betűre egyezik a publish/label_optionbox3 hivatalos szövegével.	publish/label_optionbox3	Include Picasa
PicasaPy/PublishPanel.qml	Limit 16 Characters	mero-vakfolt	Az angol és a magyar is betűre egyezik a publish/namelimitext hivatalos szövegével.	publish/namelimitext	Limit 16 Characters
PicasaPy/PublishPanel.qml	Name the Gift CD	mero-vakfolt	Az angol és a magyar is betűre egyezik a publish/cdnametext hivatalos szövegével.	publish/cdnametext	Name the Gift CD
PicasaPy/PublishPanel.qml	Photo Size	mero-vakfolt	Az angol és a magyar is betűre egyezik a publish/picsizetext hivatalos szövegével.	publish/picsizetext	Photo Size
PicasaPy/PublishPanel.qml	Selection and Settings	mero-vakfolt	Az angol és a magyar is betűre egyezik a publish/selectiontext hivatalos szövegével.	publish/selectiontext	Selection and Settings
PicasaPy/PublishPanel.qml	Sync:	mero-vakfolt	Az angol és a magyar is betűre egyezik a publish/uploadsync3 hivatalos szövegével.	publish/uploadsync3	Sync:
PicasaPy/PublishPanel.qml	Visibility:	mero-vakfolt	Az angol és a magyar is betűre egyezik a publish/uploadaccess3 hivatalos szövegével.	publish/uploadaccess3	Visibility:
PicasaPy/QuickTagsConfigDialog.qml	Edit the 10 quick tag buttons shown at the bottom of the 	elteres	Ugyanaz a Gyorscímkék-útmutató, nálunk egy rövid mondatra összevonva. Hivatalos magyar: „A Gyorscímkék funkció segítségével egyetlen kattintással alkalmazhat címkéket. Alább írja be azokat a címkéket, amelyekhez egy kattintással hozzá szeretne férni. Alapértelmezés szerint a felső két gyorscímke a legutóbb alkalmazott címkéket követi. A felső két címke kézi beállításához törölje a jelet a jelölőnégyzetből.” — nálunk: „A Címkék panel alján megjelenő 10 gyorscímke-gomb szerkesztése.”.	quicktagconfig/instructions	You can use Quick Tags to apply a tag with a single click.  Type in tags below that you want to have one-click access to.  By default, the top two Quick Tags are used to track recently applied tags.  Uncheck the checkbox below to manually set the top two tags.
PicasaPy/QuickTagsConfigDialog.qml	Fill the empty boxes above with frequently used tags	elteres	Ugyanaz a felirat, egy szó eltér. Hivatalos magyar: „A fenti üres mezők automatikus kitöltése gyakran használatos címkékkel” — nálunk: „A fenti üres mezők automatikus kitöltése gyakran használt címkékkel”.	quicktagconfig/autofill_label	Autofill empty boxes above with commonly used tags
PicasaPy/QuickTagsConfigDialog.qml	Reserve the top two buttons for recently used tags	mero-vakfolt	A magyar szövegünk betűre egyezik a quicktagconfig/recent_checkbox_label hivatalos magyarjával.	quicktagconfig/recent_checkbox_label	Reserve top two buttons for recently used tags
PicasaPy/RightDrawer.qml	Close side panel	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Oldalpanel bezárása”).	rightdrawerpanel/close	Close this side panel
PicasaPy/RightDrawer.qml	Switch between the small and large side panel	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Váltás a kis és a nagy oldalpanel közt”).	rightdrawerpanel/size_toggle	Switch between small/large side panel
PicasaPy/SaveDialogs.qml	A backup of these files will be made.	mero-vakfolt	A magyar szövegünk betűre egyezik a hivatalossal, csak a vezető sortörés hiányzik.	CThumbUI::FileSave::messagetagX	A backup of these files will be made.
PicasaPy/SaveDialogs.qml	A backup of this file will be made.	mero-vakfolt	A magyar szövegünk betűre egyezik a hivatalossal, csak a vezető sortörés hiányzik.	CThumbUI::FileSave::messagetag1	A backup of this file will be made.
PicasaPy/SaveDialogs.qml	File operation failed	segedszoveg	A saveResultDialog saját gyűjtő-címe hiba esetén; a konkrét mentési hibaüzenetek mind mért, hivatalos forrásúak (pl. filesaveerr2/3), de erre az összefoglaló CÍM-szövegre nincs találat — saját dialóguscím.		
PicasaPy/SaveDialogs.qml	JPEG Files (*.jpg)	mero-vakfolt	A szöveg azonos a hivatalos szűrőnévvel; a „(*.jpg)” a Qt fájlszűrő mintaszintaxisa.	CThumbUI::SaveAsFilterJPG	JPEG Files
PicasaPy/SaveDialogs.qml	Saving writes the picture without them, and the settings are lost. This cannot be undone.	segedszoveg	"Az ""eszközök, amiket PicasaPy még nem tud renderelni"" saját technikai korlátra figyelmeztető szöveg — ez a helyzet (részlegesen renderelhetetlen effektlánc) csak nálunk állhat elő, az eredetiben nem."		
PicasaPy/SaveDialogs.qml	This cannot be undone and all changes will be lost.	elteres	CSAK-FORDÍTÁS: az angol forrás tartalmilag azonos (csak tördelés/záró kérdés különbözik), de a magyar fordításunk eltér. Hivatalos magyar: „\n\nEz a művelet nem vonható vissza, és az összes módosítás elvész.” — nálunk: „Ez nem vonható vissza, és minden változtatás elvész.”.	CThumbUI::FileRevert::message2	This cannot be undone and all changes will be lost.
PicasaPy/SaveDialogs.qml	To undo the last save and keep edits click 'Undo Save'.	elteres	"CSAK-FORDÍTÁS: az angol forrás tartalmilag azonos (csak tördelés/záró kérdés különbözik), de a magyar fordításunk eltér. A gombnév is más. Hivatalos magyar: „\n\nAz utolsó mentés visszavonásához és a szerkesztések megtartásához kattintson a ""Mentés visszavonása"" gombra.” — nálunk: „Az utolsó mentés visszavonásához a szerkesztések megtartásával kattintson az „Utolsó mentés visszavonása” gombra.”."	CThumbUI::FileRevert::message1undo	To undo the last save and keep edits click 'Undo Save'.
PicasaPy/SaveDialogs.qml	WebP Files (*.webp)	mero-vakfolt	A szöveg azonos a hivatalos szűrőnévvel; a „(*.webp)” a Qt fájlszűrő mintaszintaxisa.	CThumbUI::SaveAsFilterWebP	WebP Files
PicasaPy/SlideshowView.qml	 s	elteres	Ugyanaz a megjelenítési idő-érték mértékegysége; az eredeti kiírja a szót (OneUpUI::Format „%1$d %2$s”). Hivatalos magyar: „másodperc” — nálunk: „ mp”.	OneUpUI::seconds	seconds
PicasaPy/SlideshowView.qml	Display Time	elteres	Az angol betűre azonos a diavetítés oneup/tpslabel feliratával, de a magyar eltér. Hivatalos magyar: „Megjelenítési idő” — nálunk: „Diaidő”.	oneup/tpslabel	Display Time
PicasaPy/SplashScreen.qml	Please note: PicasaPy is still a work in 	segedszoveg	Sajat, PicasaPy-specifikus figyelmeztetes ('meg fejlesztes alatt'); nincs es nem is lehet eredeti megfelelo.		
PicasaPy/TagContextMenu.qml	Find Items Tagged This Way	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („Az ilyen címkével ellátott elemek keresése”).	Tags::ID_FINDALLPICTURESWITHTHISTAG	Search for items with this tag
PicasaPy/TagContextMenu.qml	Remove Tag	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal („A címke eltávolítása”).	Tags::ID_REMOVETHISTAG	Remove this tag
PicasaPy/TagsPanel.qml	Add a tag...	elteres	Ugyanaz a címkebeviteli mező (az eredetiben felette álló címke, nálunk helyőrző szöveg). Hivatalos: „Írjon be egy hozzáadandó címkét:” → nálunk: „Új címke...”.	tagpanel/add_tag_label	Type in a tag to add:
PicasaPy/TagsPanel.qml	Select pictures to tag them.	segedszoveg	Ures kijeloles utmutato szovege a Cimkek panelen; nincs talalhato eredeti megfelelo.		
PicasaPy/TesztuzemNaploDialog.qml	Save Log As...	sajat-funkcio	"A fájl fejléc-megjegyzése szerint (#1654/#2553) ez a tesztüzem (Test Mode, #1701 — a docs/decisions szerint is ""PicasaPy saját eszköze"") naplójának mentés-párbeszéde."		
PicasaPy/TesztuzemNaploDialog.qml	Text Files	sajat-funkcio	Ugyanannak a tesztüzem-naplónak a fájltípus-szűrője — a #142/#158-cal azonos saját funkció része.		
PicasaPy/TimelineView.qml	No pictures yet	segedszoveg	"A fájl saját megjegyzése szerint (""Picasa Timeline: nincs vetíthető korszak → informatív üres állapot"") a Timeline nézet maga eredeti, de ez a konkrét üres-állapot szöveg a mi saját visszajelzésünk arra a helyzetre, amikor nincs megjeleníthető korszak."		
PicasaPy/TrayBar.qml	Click here for more options	segedszoveg	Buboreksugo a 'tovabbi lehetosegek' gombhoz; nincs talalhato eredeti megfelelo.		
PicasaPy/TrayBar.qml	Order Prints (service discontinued)	elteres	SZÁNDÉKOS: a kódkomment szerint „kivezetett: a nyomat-rendelő szolgáltatás megszűnt”. A tálcagomb felirata eltér. Hivatalos: „Nyomatok rendelése” → nálunk: „Papírképek rendelése (a szolgáltatás megszűnt)”.	buttonlabel:{8E6A2DAF-0069-4df2-88D2-8B24BEEC9CA1}	Order Prints
PicasaPy/TrayBar.qml	Publish to Blogger (service discontinued)	elteres	SZÁNDÉKOS: a kódkomment szerint „kivezetett: a Blogger-integráció megszűnt”. Ez a tálca BlogThis! gombjának buboréksúgója (a menütétel eMenuCreate::ID_EXPORT_SENDTOBLOGGER: „Közzététel a Bloggeren...”). Hivatalos: „Fotókat tehet közzé a blogján a Blogger segítségével” → nálunk: „Közzététel a Bloggeren (a szolgáltatás megszűnt)”.	buttontooltip:{B9012CB2-DD50-49a5-B4CB-009344BBA285}	Post photos to your blog via Blogger
PicasaPy/TrayBar.qml	Select the items you want to add to the 	mero-vakfolt	"Tördelés: a qsTr darab egy összefűzött mondat eleje; a teljes mondat magyarja a hivatalossal egyezik, csak az idézőjel alakja más („Vissza” ↔ ""Vissza"")."	thumbui/single_action_message	"Select the items you want to add to the project clip tray, then click ""Back"" to return to the project (a mi angolunk; hivatalos angol nincs a korpuszban)"
PicasaPy/TrayBar.qml	This will clear your entire tray.	mero-vakfolt	Tördelés: a qsTr darab a teljes kérdés első mondata; a teljes mondat magyarja betűre egyezik a hivatalossal („Ezzel a művelettel a teljes tálcát kiüríti. Biztosan ezt szeretné tenni?”).	IDS_CLEARTRAY	This will clear your entire tray.  Are you sure you want to do this?
PicasaPy/TrayBar.qml	Waiting for the collage to be created…	mero-vakfolt	A mi magyarunk betűre egyezik a hivatalossal (csak …/... eltérés: „Várakozás a kollázs elkészítésére…”).	CThumbUI::CreateCollageWait	Waiting to Create a Collage...
PicasaPy/UnnamedFacesView.qml	Are you sure you want to move this person to the 	mero-vakfolt	A magyar szövegünk betűre egyezik a PeoplePanel::ConfirmRemoveMsg hivatalos magyarjával.	PeoplePanel::ConfirmRemoveMsg	Are you sure you want to move this person to the ignored people album?
PicasaPy/UnnamedFacesView.qml	Look for more suggestions	segedszoveg	'Tovabbi javaslatok keresese' gomb felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/UnnamedFacesView.qml	Lowers the recognition threshold once, so more names are 	segedszoveg	Buboreksugo a felismeresi kuszob lazitasarol; nincs talalhato eredeti megfelelo.		
PicasaPy/UnnamedFacesView.qml	Move the selected people to the ignored 	elteres	A Mellőzés gomb buboréksúgója az eredetiben másról szól (arcok mellőzése, nem személyek áthelyezése albumba). Hivatalos magyar: „Az összes kijelölt arc mellőzése” — nálunk: „A kijelölt személyek áthelyezése a Mellőzött emberek albumba”.	unknownfaceheaderpanel/ignore	Ignore all of the selected faces
PicasaPy/UnnamedFacesView.qml	Stop ignoring	segedszoveg	'Mellozes visszavonasa' gomb felirata; nincs talalhato eredeti megfelelo.		
PicasaPy/VideoPlayerView.qml	Unable to play this video.	segedszoveg	Saját videólejátszási hibaüzenet; nincs megfelelője a forrásokban.		
PicasaPy/ViewerContextMenu.qml	Block Upload	mero-vakfolt	A magyar szövegünk betűre egyezik az AlbumPhoto::ID_SUPPRESS hivatalos magyarjával (csak a & gyorsbillentyű-jel hiányzik); az angol eltér („Block from Uploading”).	AlbumPhoto::ID_SUPPRESS	&Block from Uploading
PicasaPy/WebExportDialog.qml	(not selected)	segedszoveg	Nincs kivalasztott cel allapotjelzo; nincs talalhato eredeti megfelelo.		
PicasaPy/WebExportDialog.qml	Browse...	segedszoveg	'Tallozas...' gomb - natív OS fajlvalaszto, nincs Picasa-authoralt sztring rea.		
PicasaPy/WebExportDialog.qml	Choose target folder...	segedszoveg	Celmappa-valaszto dialogus utasitasa; nincs talalhato eredeti megfelelo.		
PicasaPy/WebExportDialog.qml	Page title:	segedszoveg	Weboldal-export beallitasainak mezofelirata (oldalcim); nincs talalhato eredeti megfelelo a korpuszban (a CWebExporter/WebExport csoport nem tartalmaz ilyen beallitas-feliratokat).		
PicasaPy/WebExportDialog.qml	PicasaPy is generating the web page.	segedszoveg	Allapotjelzo folyamatban levo exportnal; a CWebExporter csoport uzenetei masrol szolnak (masolas/hiba/torles), erre a konkret allapotra nincs talalhato eredeti megfelelo.		
PicasaPy/WebExportDialog.qml	Picture size:	segedszoveg	Kepmeret mezofelirata; nincs talalhato eredeti megfelelo.		
PicasaPy/WebExportDialog.qml	Save to:	segedszoveg	Mentesi cel mezofelirata; nincs talalhato eredeti megfelelo.		
PicasaPy/WebExportDialog.qml	Shadow pictures	segedszoveg	Arnyek-effekt opcio a kepekhez; nincs talalhato eredeti megfelelo.		
PicasaPy/WebExportDialog.qml	Shadow thumbnails	segedszoveg	Arnyek-effekt opcio belyegkepekhez; nincs talalhato eredeti megfelelo.		
PicasaPy/WebExportDialog.qml	Thumbnail size:	segedszoveg	Bélyegkep-meret mezofelirata; nincs talalhato eredeti megfelelo.		
StartupRelocateWindow.qml	Moving the database	segedszoveg	Az adatbázis áthelyezése az eredetiben is megvan (Eszközök ▸ Adatbázis helyének kiválasztása…), az induláskori folyamatjelző szövegének nincs eredeti párja.		
StartupRelocateWindow.qml	Photo index…	segedszoveg	Az adatbázis-áthelyezés (eredeti funkció) folyamatjelzőjének lépése; eredeti szövege nincs.		
StartupRelocateWindow.qml	PicasaPy is moving the database.	segedszoveg	Az adatbázis-áthelyezés (eredeti funkció) induláskori folyamatjelzője; eredeti szövege nincs.		
StartupRelocateWindow.qml	Thumbnail cache…	segedszoveg	Az adatbázis-áthelyezés (eredeti funkció) folyamatjelzőjének lépése; eredeti szövege nincs.		
